1.8197e+21  4.61143 14.7283  122.743 0.0325645
1.77828e+21  4.6095 14.7188  119.073 0.0326804
1.7378e+21  4.60762 14.7095  121.307 0.0335311
1.69824e+21  4.60578 14.7004  121.331 0.0331221
1.65959e+21  4.60399 14.6915  119.241 0.0326981
1.62181e+21  4.60224 14.6829  122.779 0.0325763
1.58489e+21  4.60053 14.6744  119.902 0.0326714
1.54882e+21  4.59886 14.6662  119.806 0.0332834
1.51356e+21  4.59722 14.6581  123.871 0.0322025
1.47911e+21  4.59563 14.6503  123.249 0.0326794
1.44544e+21  4.59407 14.6426  123.454 0.0340954
1.41254e+21  4.59256 14.6351  122.669 0.0330134
1.38038e+21  4.59107 14.6278  121.73 0.0336272
1.34896e+21  4.58962 14.6207  120.725 0.0341227
1.31826e+21  4.58821 14.6137  125.483 0.0331903
1.28825e+21  4.58682 14.6069  119.499 0.034821
1.25893e+21  4.58547 14.6003  122.326 0.0335755
1.23027e+21  4.58415 14.5938  124.433 0.0341764
1.20226e+21  4.58287 14.5875  124.315 0.0334847
1.1749e+21  4.58161 14.5813  123.513 0.0338775
1.14815e+21  4.58038 14.5752  123.981 0.0336153
1.12202e+21  4.57918 14.5693  122.302 0.0345392
1.09648e+21  4.57801 14.5636  122.488 0.0342704
1.07152e+21  4.57686 14.558  122.922 0.0340318
1.04713e+21  4.57575 14.5525  120.089 0.0341655
1.02329e+21  4.57465 14.5471  122.745 0.0333303
1e+21  4.57359 14.5419  121.059 0.0339772
9.77237e+20  4.57254 14.5368  119.671 0.0344389
9.54993e+20  4.57153 14.5318  122.544 0.0329121
9.33254e+20  4.57053 14.5269  123.998 0.0343161
9.12011e+20  4.56956 14.5222  119.096 0.0346333
8.91251e+20  4.56861 14.5175  120.463 0.034992
8.70964e+20  4.56769 14.513  123.368 0.0346649
8.51138e+20  4.56678 14.5085  122.186 0.0347458
8.31764e+20  4.5659 14.5042  123.556 0.0352765
8.12831e+20  4.56503 14.5  125.159 0.0341481
7.94328e+20  4.56419 14.4958  120.595 0.0340883
7.76247e+20  4.56336 14.4918  123.456 0.0360699
7.58578e+20  4.56256 14.4879  121.356 0.0348426
7.4131e+20  4.56177 14.484  119.565 0.0360819
7.24436e+20  4.561 14.4803  122.657 0.0348974
7.07946e+20  4.56025 14.4766  120.78 0.0351617
6.91831e+20  4.55952 14.473  121.243 0.0358879
6.76083e+20  4.5588 14.4695  122.24 0.0344355
6.60693e+20  4.5581 14.4661  122.876 0.0350808
6.45654e+20  4.55742 14.4628  122.247 0.0351762
6.30957e+20  4.55675 14.4595  123.204 0.0365755
6.16595e+20  4.5561 14.4563  121.109 0.0370129
6.0256e+20  4.55546 14.4532  126.752 0.0361145
5.88844e+20  4.55484 14.4501  120.981 0.0361043
5.7544e+20  4.55423 14.4472  121.431 0.0359779
5.62341e+20  4.55363 14.4443  122.7 0.0368477
5.49541e+20  4.55305 14.4414  118.909 0.0359758
5.37032e+20  4.55248 14.4387  121.324 0.0365501
5.24807e+20  4.55193 14.436  121.384 0.0366564
5.12861e+20  4.55139 14.4333  121.242 0.0362568
5.01187e+20  4.55086 14.4307  125.549 0.0362564
4.89779e+20  4.55034 14.4282  119.022 0.0361183
4.7863e+20  4.54984 14.4257  122.951 0.0368136
4.67735e+20  4.54934 14.4233  124.314 0.036755
4.57088e+20  4.54886 14.421  124.269 0.0384297
4.46684e+20  4.54839 14.4187  126.032 0.0374651
4.36516e+20  4.54793 14.4164  120.354 0.0363941
4.2658e+20  4.54748 14.2875  124.069 0.0369908
4.16869e+20  4.54704 13.6603  121.535 0.0372957
4.0738e+20  4.54661 13.0984  120.891 0.0361457
3.98107e+20  4.54619 12.5922  121.855 0.0372816
3.89045e+20  4.54578 12.1339  125.488 0.0368414
3.80189e+20  4.54538 11.7172  118.481 0.0371671
3.71535e+20  4.54499 11.3367  120.649 0.0374616
3.63078e+20  4.54461 10.9881  121.402 0.0376279
3.54813e+20  4.54423 10.6674  125.02 0.037743
3.46737e+20  4.54387 10.3717  126.074 0.0378572
3.38844e+20  4.54351 10.0981  124.308 0.0381727
3.31131e+20  4.54316 9.84434  122.673 0.0377906
3.23594e+20  4.54282 9.60838  120.25 0.0371223
3.16228e+20  4.54249 9.38847  123.005 0.037468
3.0903e+20  4.54216 9.18307  122.117 0.0377347
3.01995e+20  4.54185 8.99086  123.745 0.0382837
2.95121e+20  4.54154 8.81063  119.684 0.0389183
2.88403e+20  4.54123 8.64136  122.521 0.0376864
2.81838e+20  4.54094 8.4821  126.023 0.0381742
2.75423e+20  4.54065 8.33204  124.225 0.0388159
2.69153e+20  4.54036 8.19044  122.747 0.0375768
2.63027e+20  4.54009 8.05664  122.779 0.0370502
2.5704e+20  4.53982 7.93004  124.663 0.038971
2.51189e+20  4.53955 7.81011  121.489 0.0391069
2.45471e+20  4.53929 7.69636  121.144 0.0388837
2.39883e+20  4.53904 7.58835  120.741 0.0401847
2.34423e+20  4.5388 7.4857  126.423 0.0386309
2.29087e+20  4.53856 7.38803  120.789 0.0391322
2.23872e+20  4.53832 7.29501  120.723 0.0386898
2.18776e+20  4.46285 7.20635  122.886 0.0393927
2.13796e+20  4.37458 7.12176  122.143 0.0391527
2.0893e+20  4.29163 7.04099  120.633 0.0397299
2.04174e+20  4.21355 6.96382  121.976 0.0382394
1.99526e+20  4.13994 6.89001  120.97 0.0400246
1.94984e+20  4.07045 6.81939  125.368 0.0390164
1.90546e+20  4.00476 6.75175  121.671 0.038662
1.86209e+20  3.94259 6.68694  121.089 0.0396905
1.8197e+20  3.88366 6.6248  120.21 0.0383203
1.77828e+20  3.82776 6.56517  120.667 0.0396351
1.7378e+20  3.77466 6.50793  120.26 0.0406099
1.69824e+20  3.72417 6.45295  120.087 0.0399715
1.65959e+20  3.67612 6.40011  119.695 0.0398952
1.62181e+20  3.63035 6.34931  125.083 0.0399272
1.58489e+20  3.58671 6.30043  119.468 0.0403584
1.54882e+20  3.54506 6.25339  119.153 0.0414949
1.51356e+20  3.50528 6.20809  120.753 0.0411168
1.47911e+20  3.46726 6.16445  121.939 0.0403411
1.44544e+20  3.4309 6.1224  125.005 0.040354
1.41254e+20  3.39609 6.08185  122.464 0.0408408
1.38038e+20  3.36276 6.04274  122.47 0.0418274
1.34896e+20  3.3308 6.005  121.83 0.0417975
1.31826e+20  3.30016 5.96858  123.515 0.0405335
1.28825e+20  3.27075 5.93341  127.736 0.0408567
1.25893e+20  3.24252 5.84529  121.288 0.0406629
1.23027e+20  3.21539 5.67025  123.086 0.0415477
1.20226e+20  3.18932 5.50902  121.164 0.0423548
1.1749e+20  3.16424 5.36009  122.419 0.042039
1.14815e+20  3.14012 5.22213  120.473 0.0408387
1.12202e+20  3.11689 5.094  122.358 0.0413244
1.09648e+20  3.09453 4.97471  121.958 0.0410842
1.07152e+20  3.07298 4.86342  123.959 0.0418902
1.04713e+20  3.05221 4.75938  121.092 0.0408936
1.02329e+20  3.03218 4.66191  122.521 0.0427678
1e+20  3.01286 4.57044  124.741 0.0421476
9.77237e+19  2.99421 4.48446  121.796 0.0415424
9.54993e+19  2.97622 4.4035  120.083 0.0428896
9.33254e+19  2.95884 4.32716  123.184 0.0424833
9.12011e+19  2.94205 4.25507  122.16 0.0421
8.91251e+19  2.92582 4.18691  119.766 0.042853
8.70964e+19  2.91014 4.12238  121.394 0.041522
8.51138e+19  2.89497 4.06121  119.154 0.0425971
8.31764e+19  2.88031 4.00316  119.691 0.0420146
8.12831e+19  2.86612 3.94801  126.023 0.0424085
7.94328e+19  2.85238 3.89556  121.958 0.0426796
7.76247e+19  2.83909 3.84564  123.747 0.0432652
7.58578e+19  2.82622 3.79808  120.685 0.0427717
7.4131e+19  2.81375 3.75272  119.222 0.0445819
7.24436e+19  2.80167 3.70943  120.832 0.0419398
7.07946e+19  2.79093 3.66808  121.122 0.0427769
6.91831e+19  2.79093 3.62855  124.952 0.0450924
6.76083e+19  2.79093 3.59073  120.696 0.0436036
6.60693e+19  2.79093 3.55453  123.496 0.0421632
6.45654e+19  2.79093 3.51986  120.024 0.0431424
6.30957e+19  2.79093 3.48661  122.091 0.0440896
6.16595e+19  2.79093 3.45473  123.225 0.0432859
6.0256e+19  2.79093 3.42413  122.734 0.0444285
5.88844e+19  2.79093 3.33139  123.414 0.0446962
5.7544e+19  2.79093 3.13469  121.119 0.0439558
5.62341e+19  2.79093 2.96368  122.173 0.0451431
5.49541e+19  2.79093 2.81368  120.428 0.0433152
5.37032e+19  2.79093 2.68107  123.51 0.0450631
5.24807e+19  2.79093 2.56302  123.899 0.0455496
5.12861e+19  2.79093 2.45729  126.979 0.0446062
5.01187e+19  2.79093 2.36207  121.255 0.0452889
4.89779e+19  2.79093 2.27589  125.169 0.0441331
4.7863e+19  2.79093 2.19753  120.213 0.0443329
4.67735e+19  2.79093 2.126  119.769 0.0459164
4.57088e+19  2.79093 2.06046  125.84 0.0461313
4.46684e+19  2.79093 2.0002  123.529 0.0458681
4.36516e+19  2.79093 1.94462  123.984 0.0456074
4.2658e+19  2.79093 1.89321  124.759 0.045752
4.16869e+19  2.79093 1.84554  123.193 0.0458271
4.0738e+19  2.79093 1.80121  123.624 0.0464837
3.98107e+19  2.79093 1.7599  123.703 0.04694
3.89045e+19  2.79093 1.72132  123.085 0.0455106
3.80189e+19  2.79093 1.68522  122.318 0.0436569
3.71535e+19  2.79093 1.65138  123.648 0.046057
3.63078e+19  2.79093 1.61959  123.355 0.0468326
3.54813e+19  2.79093 1.58969  120.846 0.0461888
3.46737e+19  2.79093 1.56151  120.503 0.0469058
3.38844e+19  2.79093 1.53493  123.444 0.0466736
3.31131e+19  2.79093 1.50981  121.723 0.0468565
3.23594e+19  2.79093 1.48605  118.02 0.0472131
3.16228e+19  2.79093 1.46353  123.242 0.0470511
3.0903e+19  2.79093 1.44218  123.175 0.0466966
3.01995e+19  2.79093 1.42191  124.027 0.0468889
2.95121e+19  2.79093 1.40264  121.892 0.0478761
2.88403e+19  2.79093 1.38431  120.475 0.0482124
2.81838e+19  2.79093 1.36686  119.073 0.0487709
2.75423e+19  2.79093 1.35022  120.197 0.0475422
2.69153e+19  2.79093 1.33435  123.67 0.048233
2.63027e+19  2.79093 1.31919  123.593 0.0478669
2.5704e+19  2.79093 1.30471  122.186 0.0484658
2.51189e+19  2.79093 1.29086  120.55 0.0479921
2.45471e+19  2.79093 1.27761  120.508 0.0485676
2.39883e+19  2.79093 1.26492  127.252 0.0496351
2.34423e+19  2.79093 1.25276  119.945 0.0488376
2.29087e+19  2.79093 1.2411  124.244 0.0486467
2.23872e+19  2.79093 1.22991  123.764 0.0495511
2.18776e+19  2.79093 1.21918  124.114 0.0489617
2.13796e+19  2.79093 1.20886  121.555 0.0492033
2.0893e+19  2.79093 1.19895  122.448 0.0478429
2.04174e+19  2.79093 1.18942  122.836 0.0485545
1.99526e+19  2.79093 1.18025  121.842 0.0491428
1.94984e+19  2.79093 1.17143  124.004 0.05012
1.90546e+19  2.71655 1.16293  124.009 0.0494575
1.86209e+19  2.62261 1.15474  121.681 0.0497141
1.8197e+19  2.53688 1.14686  124.24 0.0507049
1.77828e+19  2.45835 1.13925  120.055 0.0493276
1.7378e+19  2.38616 1.13192  122.153 0.0503526
1.69824e+19  2.3196 1.12484  123.407 0.0502085
1.65959e+19  2.25805 1.11801  119.739 0.0499748
1.62181e+19  2.20098 1.11141  122.985 0.0516189
1.58489e+19  2.14792 1.10504  121.884 0.0485848
1.54882e+19  2.09849 1.09888  120.893 0.0508363
1.51356e+19  2.05233 1.09293  120.985 0.051071
1.47911e+19  2.00914 1.08718  123.006 0.0510654
1.44544e+19  1.96866 1.08162  124.877 0.0514111
1.41254e+19  1.93064 1.07623  124.092 0.0507552
1.38038e+19  1.89488 1.07102  122.325 0.0523305
1.34896e+19  1.86119 1.06598  124.432 0.051646
1.31826e+19  1.82941 1.0611  122.366 0.0512232
1.28825e+19  1.79938 1.05638  124.634 0.0518647
1.25893e+19  1.77097 1.0518  122.778 0.0521789
1.23027e+19  1.74407 1.04736  120.546 0.0521023
1.20226e+19  1.71855 1.04306  121.008 0.0532126
1.1749e+19  1.69432 1.03889  121.468 0.0536981
1.14815e+19  1.6713 1.03485  121.867 0.0521605
1.12202e+19  1.6494 1.03094  120.643 0.0535717
1.09648e+19  1.62854 1.02713  122.026 0.0523359
1.07152e+19  1.60867 1.02345  121.014 0.053278
1.04713e+19  1.58971 1.01987  123.629 0.0530612
1.02329e+19  1.5716 1.0164  123.923 0.0550962
1e+19  1.5543 1.01303  125.451 0.0546987
9.77237e+18  1.53776 1.00976  122.675 0.0535901
9.54993e+18  1.52194 1.00658  119.392 0.0540344
9.33254e+18  1.50678 1.00349  120.078 0.0531351
9.12011e+18  1.49226 1.0005  120.473 0.0540255
8.91251e+18  1.47834 0.997583  124.083 0.0533779
8.70964e+18  1.46498 0.994754  122.929 0.0544679
8.51138e+18  1.45216 0.992005  122.924 0.0540515
8.31764e+18  1.43985 0.989333  122.764 0.05524
8.12831e+18  1.42801 0.986735  125.047 0.0548424
7.94328e+18  1.41663 0.98421  123.968 0.0554206
7.76247e+18  1.40569 0.981755  122.568 0.0553226
7.58578e+18  1.39515 0.979368  120.086 0.0548443
7.4131e+18  1.38501 0.977046  120.521 0.0567976
7.24436e+18  1.37524 0.974787  122.198 0.0554691
7.07946e+18  1.36582 0.97259  120.748 0.0549313
6.91831e+18  1.35674 0.970453  123.506 0.0575557
6.76083e+18  1.34799 0.968373  122.926 0.0571731
6.60693e+18  1.33954 0.966349  122.673 0.0558784
6.45654e+18  1.33139 0.96438  123.063 0.0571147
6.30957e+18  1.32351 0.962463  124.695 0.0559728
6.16595e+18  1.31591 0.960597  121.745 0.0564576
6.0256e+18  1.30856 0.95878  122.733 0.0576162
5.88844e+18  1.30146 0.957012  122.004 0.0584076
5.7544e+18  1.2946 0.95529  123.383 0.0571567
5.62341e+18  0.870781 0.948679  119.568 0.0570594
5.49541e+18  0.595051 0.875569  120.893 0.0574289
5.37032e+18  0.454432 0.814248  123.37 0.0575682
5.24807e+18  0.369176 0.762089  123.506 0.058028
5.12861e+18  0.311979 0.717193  122.288 0.0585343
5.01187e+18  0.270954 0.678152  122.557 0.0575032
4.89779e+18  0.2401 0.643898  123.255 0.059327
4.7863e+18  0.216058 0.61361  125.022 0.0583661
4.67735e+18  0.1968 0.586643  121.154 0.058728
4.57088e+18  0.181031 0.562485  122.487 0.0587715
4.46684e+18  0.167885 0.540726  123.095 0.059832
4.36516e+18  0.156761 0.521028  121.418 0.0583559
4.2658e+18  0.147228 0.503118  124.778 0.0596971
4.16869e+18  0.138969 0.486767  120.301 0.0579714
4.0738e+18  0.131746 0.471783  120.803 0.0585854
3.98107e+18  0.125379 0.458005  123.637 0.0604248
3.89045e+18  0.119724 0.445297  124.538 0.0605029
3.80189e+18  0.11467 0.433541  120.793 0.059605
3.71535e+18  0.110126 0.422638  122.874 0.0629035
3.63078e+18  0.106021 0.4125  123.664 0.0597841
3.54813e+18  0.102295 0.403052  123.012 0.0612422
3.46737e+18  0.0988984 0.394227  124.833 0.0616411
3.38844e+18  0.0957901 0.38597  123.643 0.0625099
3.31131e+18  0.0929356 0.378227  123.905 0.0627034
3.23594e+18  0.0903058 0.370956  122.069 0.0641367
3.16228e+18  0.0878758 0.364114  121.907 0.0621606
3.0903e+18  0.0856243 0.357669  121.441 0.0630832
3.01995e+18  0.0835327 0.351586  119.124 0.0633972
2.95121e+18  0.0815851 0.345839  124.308 0.0646796
2.88403e+18  0.0797677 0.340401  121.823 0.0619804
2.81838e+18  0.0780682 0.335249  121.962 0.0642961
2.75423e+18  0.0764759 0.330364  120.588 0.0636913
2.69153e+18  0.0749814 0.325725  124.545 0.0649792
2.63027e+18  0.0735763 0.321316  122.997 0.0640673
2.5704e+18  0.0722531 0.317121  124.177 0.0635794
2.51189e+18  0.0710053 0.313126  124.216 0.0629254
2.45471e+18  0.0698268 0.309318  123.248 0.0650491
2.39883e+18  0.0687123 0.305685  123.117 0.0645183
2.34423e+18  0.067657 0.302217  122.71 0.066327
2.29087e+18  0.0666566 0.298902  121.895 0.0668129
2.23872e+18  0.0657071 0.295733  124.557 0.066396
2.18776e+18  0.0648051 0.2927  121.805 0.0651568
2.13796e+18  0.0639471 0.289795  124.996 0.0662637
2.0893e+18  0.0631304 0.287012  120.618 0.0663108
2.04174e+18  0.0623522 0.284343  120.817 0.0662122
1.99526e+18  0.06161 0.281783  124.813 0.0678947
1.94984e+18  0.0609015 0.279324  122.015 0.0665901
1.90546e+18  0.0602248 0.276963  120.704 0.0662489
1.86209e+18  0.0595778 0.274694  123.126 0.0685069
1.8197e+18  0.0589589 0.272513  121.478 0.0671385
1.77828e+18  0.0583663 0.270414  123.188 0.0670409
1.7378e+18  0.0577986 0.268394  122.667 0.0660607
1.69824e+18  0.0572544 0.266449  124.268 0.068916
1.65959e+18  0.0567325 0.264575  121.527 0.0673821
1.62181e+18  0.0562315 0.262769  123.228 0.0688995
1.58489e+18  0.0557504 0.261028  123.313 0.0690162
1.54882e+18  0.0552881 0.259349  120.706 0.0695993
1.51356e+18  0.0548437 0.257728  120.937 0.0708787
1.47911e+18  0.0544162 0.256164  123.092 0.0696353
1.44544e+18  0.0540049 0.254654  122.411 0.0694466
1.41254e+18  0.0536089 0.253195  121.685 0.071719
1.38038e+18  0.0532275 0.251786  122.742 0.0721432
1.34896e+18  0.05286 0.250423  121.465 0.0710841
1.31826e+18  0.0525057 0.249106  121.503 0.0704005
1.28825e+18  0.052164 0.247833  123.326 0.0719338
1.25893e+18  0.0518344 0.2466  124.491 0.0734503
1.23027e+18  0.0515163 0.245408  121.851 0.0712631
1.20226e+18  0.0512092 0.244254  119.771 0.072943
1.1749e+18  0.0509126 0.243136  122.657 0.0738285
1.14815e+18  0.050626 0.242054  122.589 0.0719989
1.12202e+18  0.0503491 0.241005  123.934 0.0716397
1.09648e+18  0.0500813 0.23999  123.169 0.0757442
1.07152e+18  0.0498224 0.239005  119.358 0.0745271
1.04713e+18  0.049572 0.238051  121.655 0.0748607
1.02329e+18  0.0493297 0.237126  122.685 0.0751964
1e+18  0.0490952 0.236229  123.458 0.075115
